id,sexo,edad,edad_r,hab,prov,ccaa,hijos,edu,cs,p1,p2,p3,p4,p5_1,p5_2,p5_3,p5_4,p6,p7,p8_1,p8_2,p8_3,p8_4,p8_5,p8_6,p8_7,p8_8,p8_9,p9_1,p9_2,p9_3,p9_4,p9_5,p9_6,p9_7,p9_8,p9_9,p10,p11_1,p11_2,p11_3,p11_4,p11_5,p11_6,p12,p13_1,p13_2,p13_3,p13_4,p13_5,p13_6,p13_7,p13_8,hab_r,clase_social_r,situacion_laboral_r,educacion_r,ponde
1120,Mujer,50,45-54,< 10.000,Navarra,"Navarra, Comunidad Foral de","Sí, con uno/a de 13 a 17 años",Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,A2,Llego/se llega justo a final de mes,"10 con toda seguridad, iría a votar",Vox,Vox,0 no le votaría nunca,9,10 le votaría siempre,0 no le votaría nunca,Vox,10 extrema derecha,Bastante,Mucho,Mucho,Mucho,Bastante,Mucho,Bastante,Mucho,Bastante,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Bastante de acuerdo,Nada de acuerdo,Nada de acuerdo,Con Israel,Bien,Bien,Bien,Mal,Muy mal,Muy mal,Bien,Muy bien,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",0.9283724090638231
1121,Hombre,63,55-64,20.001 - 50.000,Barcelona,Cataluña,No convivo con ningún/a hijo/a,Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,C,Llego/se llega justo a final de mes,"10 con toda seguridad, iría a votar",Sumar,Sumar,4,0 no le votaría nunca,0 no le votaría nunca,8,Sumar,2,Bastante,Bastante,Nada,Poco,Bastante,Bastante,Bastante,Bastante,Poco,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,"Sí, he oído hablar de ella",Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Con Palestina,Regular,Regular,Mal,Mal,Regular,Regular,Muy mal,Muy mal,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",0.9023459497630381
1122,Hombre,60,55-64,500.000+,Zaragoza,Aragón,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,E2,Llego/se llega justo a final de mes,"10 con toda seguridad, iría a votar",PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),10 le votaría siempre,0 no le votaría nunca,0 no le votaría nunca,5,PSOE (Partido Socialista Obrero Español),4,Bastante,Bastante,Poco,Poco,Mucho,Mucho,Poco,Poco,Poco,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Bastante de acuerdo,Bastante de acuerdo,Nada de acuerdo,Muy de acuerdo,Bastante de acuerdo,Muy de acuerdo,Con Palestina,Muy bien,Muy bien,Regular,Muy bien,Muy bien,No lo sé,No lo sé,No lo sé,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",1.0606871653138155
1123,Hombre,71,65+,< 10.000,"Balears, Illes","Balears, Illes",No convivo con ningún/a hijo/a,Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,B,Ahorro/se ahorra un poco de dinero cada mes,6,Sumar,Prefiero no contestar,1,1,0 no le votaría nunca,8,Sumar,2,Poco,Bastante,Bastante,Poco,Bastante,Poco,Poco,No lo sé,Poco,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,"Sí, he oído hablar de ella",Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Poco de acuerdo,Nada de acuerdo,No lo sé,Con Israel,Bien,Regular,Bien,Regular,No lo sé,No lo sé,No lo sé,No lo sé,Menos de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, primer ciclo",1.0396498515837627
1124,Hombre,64,55-64,10.001 - 20.000,Barcelona,Cataluña,"Sí, con uno/a de 18 años o más","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",C,Ahorro/se ahorra un poco de dinero cada mes,"10 con toda seguridad, iría a votar",PP (Partido Popular),PP (Partido Popular),4,8,6,0 no le votaría nunca,PP (Partido Popular),6,Bastante,Poco,Poco,Bastante,Bastante,Bastante,Poco,Bastante,Mucho,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sí, he oído hablar de ella",Poco de acuerdo,Poco de acuerdo,No lo sé,Muy de acuerdo,Bastante de acuerdo,Muy de acuerdo,Con ninguno de los dos,Mal,Regular,Mal,Mal,No lo sé,No lo sé,No lo sé,No lo sé,Más de 10.000,Media,Parado,"Tercer grado, segundo ciclo y más",0.9262048673726636
1125,Mujer,54,45-54,500.000+,Barcelona,Cataluña,"Sí, con uno/a de 18 años o más",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,A2,Ahorro/se ahorra un poco de dinero cada mes,"10 con toda seguridad, iría a votar",PP (Partido Popular),PP (Partido Popular),0 no le votaría nunca,10 le votaría siempre,8,0 no le votaría nunca,PP (Partido Popular),10 extrema derecha,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sí, he oído hablar de ella",Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Poco de acuerdo,Muy de acuerdo,Muy de acuerdo,Con ninguno de los dos,Muy mal,Muy mal,Muy mal,Muy mal,Muy mal,Muy mal,Regular,Bien,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",0.7465293292141393
1126,Mujer,39,35-44,< 10.000,Valencia/València,Comunitat Valenciana,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,E1,He tenido/se ha tenido que echar mano del ahorro,"0 con toda seguridad, NO iría a votar",No votaría,Ninguno,0 no le votaría nunca,5,0 no le votaría nunca,0 no le votaría nunca,No voté,5,Bastante,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Nada,Mucho,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión",No he sentido nada esto,No he sentido nada esto,"Sufro o he sufrido ansiedad, depresión","Sí, he oído hablar de ella",Muy de acuerdo,Nada de acuerdo,No lo sé,Muy de acuerdo,Nada de acuerdo,No lo sé,Con ninguno de los dos,Bien,Bien,Bien,Bien,No lo sé,No lo sé,No lo sé,No lo sé,Menos de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",1.1490791351962326
1127,Mujer,56,55-64,20.001 - 50.000,Barcelona,Cataluña,"Sí, con uno/a de 18 años o más",Tercer grado (Doctorado),A2,Ahorro/se ahorra bastante dinero cada mes,"10 con toda seguridad, iría a votar",PP (Partido Popular),PP (Partido Popular),0 no le votaría nunca,10 le votaría siempre,9,0 no le votaría nunca,PP (Partido Popular),8,Mucho,Bastante,Mucho,Bastante,Bastante,Poco,Poco,Bastante,Poco,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,"Sufro o he sufrido ansiedad, depresión",No he sentido nada esto,"Sufro o he sufrido ansiedad, depresión",No he sentido nada esto,"Sí, he oído hablar de ella",Muy de acuerdo,Poco de acuerdo,Nada de acuerdo,Muy de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Con ninguno de los dos,Regular,Mal,Regular,Muy mal,Mal,Muy mal,Bien,Muy bien,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.8982005867101068
1128,Hombre,45,45-54,< 10.000,Salamanca,Castilla y León,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,A2,Ahorro/se ahorra un poco de dinero cada mes,"10 con toda seguridad, iría a votar",PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),10 le votaría siempre,0 no le votaría nunca,0 no le votaría nunca,0 no le votaría nunca,PSOE (Partido Socialista Obrero Español),2,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,"Sufro o he sufrido ansiedad, depresión","Sí, he seguido con cierto detalle las noticias sobre la guerra",Bastante de acuerdo,Bastante de acuerdo,No lo sé,Muy de acuerdo,No lo sé,Bastante de acuerdo,Con ninguno de los dos,Regular,Mal,Muy mal,Regular,Bien,Muy mal,Muy mal,Muy mal,Menos de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",1.1849427232212013
1129,Hombre,57,55-64,100.001 - 500.000,Alicante/Alacant,Comunitat Valenciana,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,B,Ahorro/se ahorra un poco de dinero cada mes,"10 con toda seguridad, iría a votar",Vox,Vox,0 no le votaría nunca,0 no le votaría nunca,10 le votaría siempre,0 no le votaría nunca,Voté en blanco,6,Nada,Poco,Mucho,Nada,Mucho,Bastante,Nada,Nada,Nada,No he sentido nada esto,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Con Israel,Mal,Muy mal,Bien,Muy mal,Muy mal,Muy mal,Mal,Muy bien,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",0.7413308334878523
1130,Hombre,42,35-44,500.000+,Madrid,"Madrid, Comunidad de","Sí, con uno/a de 0 a 8 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,Llego/se llega justo a final de mes,"10 con toda seguridad, iría a votar",PP (Partido Popular),Prefiero no contestar,1,7,6,0 no le votaría nunca,PP (Partido Popular),10 extrema derecha,Poco,Bastante,Bastante,Bastante,Mucho,Bastante,Bastante,Bastante,Poco,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Bastante de acuerdo,Poco de acuerdo,Muy de acuerdo,Poco de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Con ninguno de los dos,Mal,Regular,Regular,Muy mal,Muy mal,Muy mal,No lo sé,No lo sé,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",1.007889645048461
1131,Mujer,32,25-34,100.001 - 500.000,Barcelona,Cataluña,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,He tenido/se ha tenido que echar mano del ahorro,9,PSOE (Partido Socialista Obrero Español),No lo sé,7,5,4,0 no le votaría nunca,PSOE (Partido Socialista Obrero Español),5,Mucho,Bastante,Mucho,Mucho,Mucho,Poco,Poco,Bastante,Poco,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Nada de acuerdo,Poco de acuerdo,Bastante de acuerdo,Muy de acuerdo,Bastante de acuerdo,Muy de acuerdo,Con ninguno de los dos,Regular,Bien,Mal,Regular,No lo sé,No lo sé,No lo sé,No lo sé,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",0.8579178095562646
1132,Mujer,57,55-64,10.001 - 20.000,Sevilla,Andalucía,"Sí, con uno/a de 18 años o más",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,A2,Llego/se llega justo a final de mes,"10 con toda seguridad, iría a votar",No lo sé,Ninguno,No lo sé,No lo sé,No lo sé,No lo sé,Prefiero no contestar,6,Mucho,Mucho,Bastante,Mucho,Bastante,Mucho,Mucho,Bastante,Mucho,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sí, he oído hablar de ella",No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",0.8845921686358945
1133,Mujer,38,35-44,50.001 - 100.000,Toledo,Castilla - La Mancha,No convivo con ningún/a hijo/a,"Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa, o 1º y 2º de ESO, hasta los 14 años)",C,Ahorro/se ahorra un poco de dinero cada mes,5,Vox,Vox,5,0 no le votaría nunca,9,0 no le votaría nunca,Vox,No lo sé,Mucho,Mucho,Mucho,Bastante,Mucho,Bastante,Mucho,Mucho,Bastante,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,No lo sé,Con ninguno de los dos,No lo sé,No lo sé,No lo sé,Muy mal,No lo sé,No lo sé,No lo sé,No lo sé,Más de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",0.8508744435749974
1134,Hombre,40,35-44,500.000+,Madrid,"Madrid, Comunidad de","Sí, con uno/a de 9 a 12 años","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",A2,Ahorro/se ahorra un poco de dinero cada mes,"10 con toda seguridad, iría a votar",Sumar,Sumar,4,2,0 no le votaría nunca,6,Sumar,2,Mucho,Poco,Poco,Poco,Bastante,Bastante,Poco,Bastante,Bastante,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión",No he sentido nada esto,"Sufro o he sufrido ansiedad, depresión","Sí, he seguido con cierto detalle las noticias sobre la guerra",Bastante de acuerdo,Bastante de acuerdo,Poco de acuerdo,Muy de acuerdo,Bastante de acuerdo,Muy de acuerdo,Con ambos por igual,Bien,Muy bien,Bien,Bien,Regular,Regular,Regular,Mal,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.9792716929140837
1135,Mujer,36,35-44,10.001 - 20.000,Zaragoza,Aragón,"Sí, con uno/a de 9 a 12 años","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",A2,Ahorro/se ahorra bastante dinero cada mes,"10 con toda seguridad, iría a votar",PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),10 le votaría siempre,0 no le votaría nunca,0 no le votaría nunca,0 no le votaría nunca,PSOE (Partido Socialista Obrero Español),5,Mucho,Mucho,Poco,Mucho,Mucho,Mucho,Mucho,Mucho,Bastante,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Nada de acuerdo,Nada de acuerdo,Nada de acuerdo,Nada de acuerdo,Nada de acuerdo,Muy de acuerdo,Con ninguno de los dos,Regular,Regular,Mal,Regular,Regular,Regular,Regular,Mal,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.8858861726923679
1136,Mujer,49,45-54,500.000+,Madrid,"Madrid, Comunidad de","Sí, con uno/a de 9 a 12 años",Tercer Grado (Máster),A2,Ahorro/se ahorra bastante dinero cada mes,7,PP (Partido Popular),PP (Partido Popular),5,8,5,5,PP (Partido Popular),5,Bastante,Mucho,Poco,Mucho,Bastante,Bastante,Bastante,Poco,Bastante,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sí, he oído hablar de ella",Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Con ninguno de los dos,Bien,Bien,Bien,Bien,Regular,Regular,Bien,Mal,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.7698903436571524
1137,Mujer,22,18-24,10.001 - 20.000,Barcelona,Cataluña,No convivo con ningún/a hijo/a,Otros,C,Ahorro/se ahorra un poco de dinero cada mes,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,Bastante,Nada,Poco,No lo sé,Poco,Poco,Poco,Nada,Poco,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,"Sí, he seguido con cierto detalle las noticias sobre la guerra",No lo sé,Poco de acuerdo,Nada de acuerdo,Bastante de acuerdo,Nada de acuerdo,Poco de acuerdo,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,Más de 10.000,Media,Trabaja,Otros,0.8838762195428813
1138,Hombre,52,45-54,< 10.000,Guadalajara,Castilla - La Mancha,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,E1,Ahorro/se ahorra un poco de dinero cada mes,"10 con toda seguridad, iría a votar",PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),10 le votaría siempre,0 no le votaría nunca,5,0 no le votaría nunca,PSOE (Partido Socialista Obrero Español),5,Bastante,Mucho,Poco,Poco,Mucho,Mucho,Poco,Poco,Mucho,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,"Sí, he oído hablar de ella",Nada de acuerdo,Nada de acuerdo,No lo sé,No lo sé,No lo sé,No lo sé,Con ambos por igual,No lo sé,Muy mal,Mal,Regular,No lo sé,Mal,Mal,Mal,Menos de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",1.1807536321958938
